date,dead,missing,latitude,longitude
2012-07-29T00:00:00Z,0,0,53.449038,-1.2996
2012-07-08T00:00:00Z,0,0,35.508622,12.59292
2012-07-01T00:00:00Z,0,0,41.244376,26.135943
2012-06-29T00:00:00Z,1,0,14.4903,35.8334
2012-06-29T00:00:00Z,0,0,32.310059,-9.236617
2012-06-28T00:00:00Z,0,0,35.937496,14.375416
2012-06-28T00:00:00Z,0,0,39.801,18.356944
2012-06-22T00:00:00Z,0,0,43.61583,13.518915
2012-06-18T00:00:00Z,0,0,39.801,18.356944
2012-06-11T00:00:00Z,0,0,31.791702,-7.09262
2012-06-08T00:00:00Z,0,0,37.99462,27.188235
2012-06-08T00:00:00Z,0,0,37.99462,27.188235
2012-06-08T00:00:00Z,0,0,38.41885,27.12872
2012-06-01T00:00:00Z,0,0,39.50615,20.265534
2012-05-25T00:00:00Z,0,0,26.3351,17.228331
2012-05-24T00:00:00Z,0,0,35.508622,12.59292
2012-05-24T00:00:00Z,0,0,35.551211,12.317398
2012-05-18T00:00:00Z,0,0,-12.8275,45.166244
2012-05-18T00:00:00Z,0,0,-12.8275,45.166244
2012-05-07T00:00:00Z,0,0,35.937496,14.375416
2012-05-06T00:00:00Z,0,0,35.77718,10.8261
2012-05-02T00:00:00Z,0,0,36.744421,-4.092531
2012-04-30T00:00:00Z,0,0,41.385064,2.173403
2012-04-28T00:00:00Z,0,0,41.119673,26.288073
2012-04-27T00:00:00Z,0,0,37.31109,13.576548
2012-04-25T00:00:00Z,0,0,39.308771,16.346379
2012-04-03T00:00:00Z,0,0,35.508622,12.59292
2012-03-30T00:00:00Z,0,0,26.3351,17.228331
2012-03-28T00:00:00Z,0,0,41.244376,26.135943
2012-03-16T00:00:00Z,0,0,41.244376,26.135943
2012-03-15T00:00:00Z,0,0,35.508622,12.59292
2012-03-14T00:00:00Z,0,0,41.244376,26.135943
2012-02-29T00:00:00Z,0,0,38.322579,23.320431
2012-02-28T00:00:00Z,0,0,38.002298,22.524509
2012-02-28T00:00:00Z,0,0,41.244376,26.135943
2012-02-20T00:00:00Z,0,0,35.888384,-5.324636
2012-02-20T00:00:00Z,0,0,41.244376,26.135943
2012-02-20T00:00:00Z,0,0,41.244376,26.135943
2012-02-04T00:00:00Z,0,0,45.440847,12.315515
2012-02-02T00:00:00Z,0,0,35.292278,-2.938097
2012-02-02T00:00:00Z,0,0,36.140751,-5.353585
2012-12-14T00:00:00Z,0,0,39.16408,26.372171
2012-12-12T00:00:00Z,0,0,29.046854,-13.589973
2012-12-07T00:00:00Z,0,0,50.769517,1.610207
2012-12-06T00:00:00Z,0,0,45.440847,12.315515
2012-12-03T00:00:00Z,0,0,52.132633,5.291266
2012-12-02T00:00:00Z,0,0,38.24664,21.734574
2012-12-01T00:00:00Z,1,0,41.2,26
2012-11-30T00:00:00Z,0,0,41.244376,26.135943
2012-11-12T06:00:00Z,1,0,47.36865,8.539183
2012-11-12T06:00:00Z,1,0,47.36865,8.539183
2012-11-08T00:00:00Z,0,0,36.018776,-5.600819
2012-11-08T00:00:00Z,0,0,36.018776,-5.600819
2012-11-06T00:00:00Z,0,0,35.508622,12.59292
2012-11-05T00:00:00Z,0,0,35.766667,-5.8
2012-11-04T00:00:00Z,0,0,35.888384,-5.324636
2012-11-03T00:00:00Z,0,0,35.508622,12.59292
2012-10-30T00:00:00Z,1,0,51.48309,-0.483529
2012-10-28T00:00:00Z,0,0,35.508622,12.59292
2012-10-24T00:00:00Z,0,0,35.249299,-3.937112
2012-10-22T00:00:00Z,0,0,28.569022,-16.324539
2012-10-09T00:00:00Z,0,0,35.292278,-2.938097
2012-10-06T00:00:00Z,0,0,35.508622,12.59292
2012-10-01T00:00:00Z,0,0,41.244376,26.135943
2012-01-31T00:00:00Z,0,0,39.074208,21.824312
2012-01-29T00:00:00Z,0,0,41.244376,26.135943
2012-01-28T00:00:00Z,0,0,49.791595,9.953571
2012-01-28T00:00:00Z,0,0,49.791595,9.953571
2012-01-27T00:00:00Z,0,0,44.348399,9.234647
2012-01-24T00:00:00Z,0,0,32.374298,15.09492
2012-01-21T00:00:00Z,0,0,24.088938,32.899829
2012-01-21T00:00:00Z,0,0,37.22813,-6.890386
2012-01-19T00:00:00Z,0,0,35.292278,-2.938097
2012-01-14T00:00:00Z,0,0,26.3351,17.228331
2012-01-14T00:00:00Z,0,0,26.3351,17.228331
2012-01-14T00:00:00Z,0,0,26.3351,17.228331
2012-01-09T00:00:00Z,0,0,35.126413,33.429859
2012-01-09T00:00:00Z,0,0,35.292278,-2.938097
2012-01-04T00:00:00Z,0,0,35.937496,14.375416
2012-01-03T00:00:00Z,0,0,26.3351,17.228331
2012-01-03T00:00:00Z,0,0,37.599994,14.015356
2012-01-03T00:00:00Z,0,0,38.24664,21.734574
2012-01-01T00:00:00Z,0,0,50.503887,4.469936
2011-09-27T00:00:00Z,0,0,48.856614,2.352222
2011-09-27T00:00:00Z,0,0,48.856614,2.352222
2011-09-22T00:00:00Z,0,0,39.308771,16.346379
2011-09-20T00:00:00Z,0,0,37.743215,26.820351
2011-09-13T00:00:00Z,0,0,37.544271,-4.727753
2011-09-12T00:00:00Z,0,0,36.866667,6.9
2011-09-10T00:00:00Z,0,0,36.146155,-1.494141
2011-09-10T00:00:00Z,0,0,44.348399,9.234647
2011-09-05T00:00:00Z,0,0,35.888384,-5.324636
2011-09-02T00:00:00Z,0,0,39.308771,16.346379
2011-09-01T00:00:00Z,0,0,35.30241,-1.14489
2011-08-30T00:00:00Z,0,0,36.834047,-2.463714
2011-08-23T00:00:00Z,0,0,41.244376,26.135943
2011-08-18T00:00:00Z,0,0,35.508622,12.59292
2011-08-17T00:00:00Z,0,0,24.088938,32.899829
2011-08-13T00:00:00Z,0,0,37.973976,12.054691
2011-08-11T00:00:00Z,0,0,24.088938,32.899829
2011-08-07T00:00:00Z,0,0,35.888384,-5.324636
2011-08-03T00:00:00Z,0,0,52.370216,4.895168
2011-07-31T00:00:00Z,0,0,41.244376,26.135943
2011-07-28T00:00:00Z,0,0,31.200092,29.918739
2011-07-12T00:00:00Z,0,0,40.463667,-3.74922
2011-07-11T00:00:00Z,0,0,35.888384,-5.324636
2011-07-09T00:00:00Z,0,0,40.894241,26.172202
2011-07-06T00:00:00Z,0,0,24.088938,32.899829
2011-06-30T00:00:00Z,0,0,42.602636,20.902977
2011-06-28T00:00:00Z,0,0,35.888384,-5.324636
2011-06-24T00:00:00Z,0,0,24.088938,32.899829
2011-06-24T00:00:00Z,0,0,35.508622,12.59292
2011-06-24T00:00:00Z,0,0,36.748374,-3.516861
2011-06-24T00:00:00Z,0,0,37.177336,-3.598557
2011-06-23T00:00:00Z,0,0,37.599994,14.015356
2011-06-11T00:00:00Z,0,0,31.791702,-7.09262
2011-06-11T00:00:00Z,0,0,31.791702,-7.09262
2011-06-11T00:00:00Z,0,0,35.888384,-5.324636
2011-06-11T00:00:00Z,0,0,35.937496,14.375416
2011-06-11T00:00:00Z,0,0,38.041285,23.541755
2011-06-04T00:00:00Z,0,0,32.876174,13.187507
2011-06-04T00:00:00Z,0,0,35.508622,12.59292
2011-06-04T00:00:00Z,0,0,35.508622,12.59292
2011-06-03T00:00:00Z,0,0,35.508622,12.59292
2011-06-02T00:00:00Z,0,0,35.240117,24.809269
2011-05-31T00:00:00Z,0,0,41.244376,26.135943
2011-05-28T00:00:00Z,0,0,26.3351,17.228331
2011-05-28T00:00:00Z,0,0,39.063264,8.45407
2011-05-22T00:00:00Z,0,0,36.81881,10.16596
2011-05-21T00:00:00Z,0,0,24.088938,32.899829
2011-05-21T00:00:00Z,0,0,36.695639,-3.465102
2011-05-20T00:00:00Z,0,0,35.508622,12.59292
2011-05-18T00:00:00Z,0,0,38.959265,20.751716
2011-05-18T00:00:00Z,0,0,42.434479,9.137443
2011-05-15T00:00:00Z,0,0,36.748374,-3.516861
2011-05-11T05:00:00Z,2,0,50.55581,9.680845
2011-05-10T00:00:00Z,0,0,35.508622,12.59292
2011-05-10T00:00:00Z,0,0,35.508622,12.59292
2011-05-09T00:00:00Z,0,0,36.828221,11.940496
2011-05-08T05:00:00Z,0,600,32.882937,13.188336
2011-05-08T00:00:00Z,0,0,35.508622,12.59292
2011-05-08T00:00:00Z,0,0,36.834047,-2.463714
2011-05-08T00:00:00Z,0,0,41.87194,12.56738
2011-05-06T00:00:00Z,0,0,37.583372,12.825218
2011-05-04T00:00:00Z,0,0,36.750191,-3.017606
2011-04-29T00:00:00Z,0,0,35.866074,12.868741
2011-04-18T00:00:00Z,0,0,41.117143,16.871871
2011-04-17T05:00:22Z,1,0,35.815,14.51
2011-04-16T00:00:00Z,0,0,35.937496,14.375416
2011-04-15T00:00:00Z,0,0,36.828221,11.940496
2011-04-12T00:00:00Z,0,0,35.508622,12.59292
2011-04-12T00:00:00Z,0,0,36.828221,11.940496
2011-04-07T00:00:00Z,0,0,35.508622,12.59292
2011-04-02T00:00:00Z,0,0,35.508622,12.59292
2011-04-02T00:00:00Z,0,0,35.508622,12.59292
2011-04-02T00:00:00Z,0,0,36.81881,10.16596
2011-04-01T00:00:00Z,0,0,28.569022,-16.324539
2011-03-31T00:00:00Z,0,0,36.711697,14.773094
2011-03-31T00:00:00Z,0,0,48.113475,-1.675708
2011-03-30T00:00:00Z,0,0,32.876174,13.187507
2011-03-28T00:00:00Z,0,0,35.508622,12.59292
2011-03-28T00:00:00Z,0,0,35.508622,12.59292
2011-03-27T00:00:00Z,0,0,34.658056,11.068611
2011-03-27T00:00:00Z,0,0,35.508622,12.59292
2011-03-26T00:00:00Z,0,0,26.3351,17.228331
2011-03-25T00:00:00Z,0,0,48.583148,7.747882
2011-03-24T00:00:00Z,0,0,30.134703,31.254136
2011-03-21T00:00:00Z,0,0,35.240117,24.809269
2011-03-21T00:00:00Z,0,0,40.792839,17.101193
2011-03-17T00:00:00Z,0,0,41.244376,26.135943
2011-03-16T00:00:00Z,0,0,35.508622,12.59292
2011-03-13T00:00:00Z,0,0,35.508622,12.59292
2011-03-13T00:00:00Z,0,0,35.508622,12.59292
2011-03-11T00:00:00Z,0,0,39.223841,9.121661
2011-03-05T00:00:00Z,0,0,47.36865,8.539183
2011-03-04T00:00:00Z,0,0,35.240117,24.809269
2011-03-03T00:00:00Z,0,0,35.85,-0.316667
2011-03-01T06:00:00Z,1,0,47.36865,8.539183
2011-02-26T00:00:00Z,0,0,35.888384,-5.324636
2011-02-25T00:00:00Z,0,0,35.85,-0.316667
2011-02-24T00:00:00Z,0,0,35.888384,-5.324636
2011-02-14T00:00:00Z,0,0,36.623381,2.654829
2011-02-07T00:00:00Z,0,0,51.590352,-0.119725
2011-02-06T00:00:00Z,0,0,51.481969,-0.526243
2011-02-05T00:00:00Z,0,0,35.508622,12.59292
2011-02-03T00:00:00Z,0,0,28.569022,-16.324539
2011-02-03T00:00:00Z,0,0,43.61583,13.518915
2011-02-02T00:00:00Z,0,0,36.622554,-4.499477
2011-12-31T00:00:00Z,0,0,41.244376,26.135943
2011-12-31T00:00:00Z,0,0,41.244376,26.135943
2011-12-31T00:00:00Z,0,0,51.455643,7.011555
2011-12-29T00:00:00Z,0,0,28.033886,1.659626
2011-12-26T00:00:00Z,0,0,41.244376,26.135943
2011-12-23T00:00:00Z,0,0,35.888384,-5.324636
2011-12-21T00:00:00Z,0,0,55.57156,-4.410332
2011-12-19T00:00:00Z,0,0,44.36,11.712429
2011-12-18T00:00:00Z,0,0,40.385629,-3.76085
2011-12-06T00:00:00Z,0,0,35.937496,14.375416
2011-12-03T00:00:00Z,0,0,35.937496,14.375416
2011-12-01T00:00:00Z,0,0,35.508622,12.59292
2011-12-01T00:00:00Z,0,0,35.508622,12.59292
2011-11-27T00:00:00Z,0,0,35.888384,-5.324636
2011-11-26T00:00:00Z,0,0,40.632728,17.941762
2011-11-25T00:00:00Z,0,0,40.632728,17.941762
2011-11-23T00:00:00Z,0,0,40.845719,25.873962
2011-11-23T00:00:00Z,0,0,41.244376,26.135943
2011-11-22T00:00:00Z,0,0,35.888384,-5.324636
2011-11-09T00:00:00Z,0,0,39.074208,21.824312
2011-11-04T00:00:00Z,0,0,48.856614,2.352222
2011-11-03T00:00:00Z,0,0,35.937496,14.375416
2011-11-01T00:00:00Z,0,0,35.292278,-2.938097
2011-11-01T00:00:00Z,0,0,35.508622,12.59292
2011-10-30T00:00:00Z,0,0,37.177336,-3.598557
2011-10-23T00:00:00Z,0,0,36.704636,-4.506699
2011-10-22T00:00:00Z,0,0,39.308771,16.346379
2011-10-17T00:00:00Z,0,0,39.308771,16.346379
2011-10-12T00:00:00Z,0,0,28.569022,-16.324539
2011-10-11T00:00:00Z,0,0,41.244376,26.135943
2011-10-11T00:00:00Z,0,0,41.244376,26.135943
2011-10-04T00:00:00Z,0,0,50.95129,1.858686
2011-10-03T00:00:00Z,0,0,32.374298,15.09492
2011-10-03T00:00:00Z,0,0,33.81445,12.700195
2011-10-03T00:00:00Z,0,0,33.81445,12.700195
2011-01-30T00:00:00Z,0,0,35.166667,33.366667
2011-01-25T00:00:00Z,0,0,36.42985,-5.149141
2011-01-22T00:00:00Z,0,0,36.140751,-5.353585
2011-01-21T00:00:00Z,0,0,36.42985,-5.149141
2011-01-17T00:00:00Z,0,0,36.902859,7.755543
2011-01-16T00:00:00Z,0,0,36.828221,11.940496
2011-01-15T00:00:00Z,0,0,39.611839,19.830605
2011-01-11T00:00:00Z,0,0,35.85,-0.316667
2011-01-11T00:00:00Z,0,0,41.244376,26.135943
2011-01-09T00:00:00Z,0,0,50.963579,10.067171
2011-01-09T00:00:00Z,0,0,60.128161,18.643501
2011-01-07T00:00:00Z,0,0,35.508622,12.59292
2011-01-06T00:00:00Z,0,0,35.888384,-5.324636
2011-01-05T00:00:00Z,0,0,35.937496,14.375416
2011-01-03T00:00:00Z,0,0,34.658056,11.068611
2011-01-03T00:00:00Z,0,0,36.81881,10.16596
2011-01-02T00:00:00Z,0,0,35.292278,-2.938097
2011-01-02T00:00:00Z,0,0,35.508622,12.59292
2011-01-02T00:00:00Z,0,0,52.477116,10.549576
2011-01-01T00:00:00Z,0,0,24.088938,32.899829
2011-01-01T00:00:00Z,0,0,52.825559,14.197083
2010-09-30T00:00:00Z,0,0,41.244376,26.135943
2010-09-20T00:00:00Z,0,0,41.462198,15.54463
2010-09-12T00:00:00Z,0,0,35.166667,33.366667
2010-09-10T00:00:00Z,0,0,24.088938,32.899829
2010-09-10T00:00:00Z,0,0,35.888384,-5.324636
2010-09-03T00:00:00Z,0,0,24.088938,32.899829
2010-09-03T00:00:00Z,0,0,35.249299,-3.937112
2010-08-30T00:00:00Z,0,0,35.888384,-5.324636
2010-08-28T00:00:00Z,0,0,40.120875,9.012893
2010-08-27T00:00:00Z,0,0,35.888384,-5.324636
2010-08-26T00:00:00Z,0,0,35.964373,-5.196533
2010-08-24T00:00:00Z,0,0,39.308771,16.346379
2010-08-15T00:00:00Z,0,0,45.440847,12.315515
2010-08-14T00:00:00Z,0,0,22.785,5.522778
2010-08-14T00:00:00Z,0,0,30.153994,34.035645
2010-08-13T00:00:00Z,0,0,24.088938,32.899829
2010-08-08T00:00:00Z,0,0,36.902859,7.755543
2010-08-05T00:00:00Z,0,0,41.244376,26.135943
2010-08-03T00:00:00Z,0,0,39.308771,16.346379
2010-08-02T00:00:00Z,0,0,55.378051,-3.435973
2010-07-28T00:00:00Z,0,0,24.088938,32.899829
2010-07-27T00:00:00Z,0,0,39.02001,1.482148
2010-07-24T00:00:00Z,0,0,52.954783,-1.158109
2010-07-20T00:00:00Z,0,0,39.308771,16.346379
2010-07-11T00:00:00Z,0,0,41.244376,26.135943
2010-07-09T00:00:00Z,0,0,39.469908,-0.376288
2010-07-07T00:00:00Z,0,0,39.02001,1.482148
2010-07-07T00:00:00Z,0,0,39.02001,1.482148
2010-07-06T00:00:00Z,0,0,41.244376,26.135943
2010-07-03T00:00:00Z,1,0,52.091667,5.117778
2010-07-03T00:00:00Z,0,0,55.201389,11.401944
2010-07-02T00:00:00Z,0,0,53.551085,9.993682
2010-07-02T00:00:00Z,0,0,55.864237,-4.251806
2010-07-02T00:00:00Z,0,0,55.864237,-4.251806
2010-06-30T00:00:00Z,0,0,41.244376,26.135943
2010-06-28T00:00:00Z,0,0,24.088938,32.899829
2010-06-26T00:00:00Z,0,0,52.012058,5.429548
2010-06-24T00:00:00Z,0,0,41.244376,26.135943
2010-06-24T00:00:00Z,0,0,56.89921,14.556001
2010-05-29T00:00:00Z,0,0,32.876174,13.187507
2010-05-25T00:00:00Z,0,0,41.244376,26.135943
2010-05-12T00:00:00Z,0,0,41.385064,2.173403
2010-04-20T00:00:00Z,0,0,51.03456,2.375202
2010-04-19T00:00:00Z,0,0,24.088938,32.899829
2010-04-18T00:00:00Z,1,0,47.43235,8.76459
2010-04-17T00:00:00Z,0,0,35.888384,-5.324636
2010-04-17T00:00:00Z,0,0,41.244376,26.135943
2010-04-15T00:00:00Z,0,0,53.551085,9.993682
2010-04-14T00:00:00Z,0,0,52.260094,0.064304
2010-04-12T00:00:00Z,0,0,36.999117,-1.892141
2010-04-02T00:00:00Z,0,0,35.508622,12.59292
2010-03-31T00:00:00Z,0,0,40.845719,25.873962
2010-03-31T00:00:00Z,0,0,50.671046,5.57847
2010-03-29T00:00:00Z,0,0,31.558247,31.085148
2010-03-27T00:00:00Z,0,0,37.983716,23.72931
2010-03-26T00:00:00Z,0,0,24.088938,32.899829
2010-03-20T00:00:00Z,0,0,35.508622,12.59292
2010-03-16T00:00:00Z,1,0,47.36865,8.539183
2010-03-05T00:00:00Z,0,0,50.41081,4.444643
2010-03-04T00:00:00Z,0,0,35.888384,-5.324636
2010-03-02T00:00:00Z,0,0,45.450072,9.177592
2010-02-22T00:00:00Z,0,0,24.088938,32.899829
2010-02-09T00:00:00Z,0,0,38.158524,14.742693
2010-02-05T00:00:00Z,0,0,52.447828,9.744931
2010-02-04T00:00:00Z,0,0,53.408371,-2.991573
2010-02-03T00:00:00Z,0,0,24.088938,32.899829
2010-02-03T00:00:00Z,0,0,48.132108,15.137272
2010-12-27T00:00:00Z,0,0,35.888384,-5.324636
2010-12-19T00:00:00Z,0,0,48.217686,21.506965
2010-12-16T00:00:00Z,0,0,48.217686,21.506965
2010-12-11T00:00:00Z,0,0,45.472519,10.531554
2010-12-10T00:00:00Z,0,0,24.088938,32.899829
2010-12-09T00:00:00Z,0,0,51.47238,-0.45094
2010-12-07T00:00:00Z,0,0,38.345996,-0.490686
2010-12-01T00:00:00Z,0,0,38.24664,21.734574
2010-11-29T00:00:00Z,0,0,24.088938,32.899829
2010-11-28T00:00:00Z,0,0,48.922062,2.253331
2010-11-26T00:00:00Z,0,0,38.24664,21.734574
2010-11-22T00:00:00Z,0,0,33.223191,43.679291
2010-11-21T00:00:00Z,0,0,43.328128,-3.033659
2010-11-15T00:00:00Z,0,0,41.117143,16.871871
2010-11-12T00:00:00Z,0,0,24.088938,32.899829
2010-11-11T00:00:00Z,0,0,-12.8275,45.166244
2010-11-11T00:00:00Z,0,0,35.939838,0.089767
2010-11-07T00:00:00Z,0,0,36.140751,-5.353585
2010-11-07T00:00:00Z,0,0,38.345996,-0.490686
2010-11-07T00:00:00Z,0,0,39.557242,2.75807
2010-11-06T00:00:00Z,0,0,37.177336,-3.598557
2010-11-03T00:00:00Z,0,0,35.696944,-0.633056
2010-11-03T00:00:00Z,0,0,51.03456,2.375202
2010-11-02T00:00:00Z,0,0,36.752887,3.042048
2010-11-01T00:00:00Z,0,0,37.743215,26.820351
2010-10-30T00:00:00Z,0,0,24.088938,32.899829
2010-10-13T00:00:00Z,0,0,37.743215,26.820351
2010-10-03T00:00:00Z,0,0,45.440847,12.315515
2010-10-02T00:00:00Z,0,0,55.378051,-3.435973
2010-01-15T00:00:00Z,0,0,45.465454,9.186516
2010-01-11T00:00:00Z,0,0,43.61583,13.518915
2010-01-10T00:00:00Z,0,0,24.088938,32.899829
2010-01-10T00:00:00Z,0,0,24.088938,32.899829
2010-01-08T00:00:00Z,0,0,34.528455,69.171703
2010-01-08T00:00:00Z,0,0,35.950486,-3.035088
2010-01-07T00:00:00Z,0,0,39.02001,1.482148
2010-01-06T00:00:00Z,0,0,39.308771,16.346379
2010-01-06T00:00:00Z,0,0,39.308771,16.346379
2010-01-06T00:00:00Z,0,0,48.856614,2.352222
2010-01-05T00:00:00Z,0,0,41.244376,26.135943
2010-01-05T00:00:00Z,0,0,41.244376,26.135943
2010-01-05T00:00:00Z,0,0,41.244376,26.135943
2010-01-04T00:00:00Z,0,0,37.743215,26.820351
2010-01-03T00:00:00Z,0,0,60.128161,18.643501
2009-09-30T00:00:00Z,0,0,14.497401,-14.452362
2009-09-22T00:00:00Z,0,0,24.088938,32.899829
2009-09-18T00:00:00Z,0,0,35.913676,-5.418174
2009-09-15T00:00:00Z,0,0,24.088938,32.899829
2009-09-13T00:00:00Z,0,0,48.208174,16.373819
2009-09-11T00:00:00Z,0,0,35.766667,-5.8
2009-09-08T00:00:00Z,4,0,24.088938,32.899829
2009-09-07T00:00:00Z,0,0,32.116667,20.066667
2009-09-07T00:00:00Z,0,0,32.116667,20.066667
2009-09-07T00:00:00Z,0,0,40.632728,17.941762
2009-09-07T00:00:00Z,0,0,54.999424,-1.427406
2009-08-31T00:00:00Z,0,0,24.088938,32.899829
2009-08-31T00:00:00Z,0,0,43.61583,13.518915
2009-08-28T00:00:00Z,0,0,28.291564,-16.62913
2009-08-27T00:00:00Z,0,0,-8.783195,34.508523
2009-08-26T00:00:00Z,0,0,35.937496,14.375416
2009-08-24T00:00:00Z,0,0,49.45203,11.07675
2009-08-23T00:00:00Z,0,0,50.985315,12.974056
2009-08-21T00:00:00Z,0,0,35.508622,12.59292
2009-08-19T00:00:00Z,0,0,35.508622,12.59292
2009-08-19T00:00:00Z,0,0,40.632728,17.941762
2009-08-16T00:00:00Z,0,0,36.697645,-4.443222
2009-08-15T00:00:00Z,0,0,55.378051,-3.435973
2009-08-12T00:00:00Z,2,0,36.799851,27.102943
2009-08-10T00:00:00Z,1,0,37.625683,-0.996584
2009-08-09T00:00:00Z,0,0,36.828221,11.940496
2009-08-08T00:00:00Z,0,0,32.116667,20.066667
2009-08-07T00:00:00Z,0,0,36.902859,7.755543
2009-08-06T00:00:00Z,0,0,39.50615,20.265534
2009-07-30T00:00:00Z,1,0,24.088938,32.899829
2009-07-26T00:00:00Z,0,0,36.510071,-4.882447
2009-07-26T00:00:00Z,0,0,39.074208,21.824312
2009-07-26T00:00:00Z,0,0,39.50615,20.265534
2009-07-24T00:00:00Z,0,0,28.291564,-16.62913
2009-07-23T00:00:00Z,0,0,36.721261,-4.421266
2009-07-22T00:00:00Z,0,0,37.91441,40.230629
2009-07-21T00:00:00Z,0,0,36.510071,-4.882447
2009-07-16T00:00:00Z,0,0,36.19002,-5.92248
2009-07-14T00:00:00Z,0,0,27.725499,-18.024301
2009-07-13T00:00:00Z,0,0,27.725499,-18.024301
2009-07-13T00:00:00Z,0,0,50.900875,12.765471
2009-07-04T00:00:00Z,0,0,41.892916,12.48252
2009-07-02T00:00:00Z,0,0,24.088938,32.899829
2009-06-30T00:00:00Z,0,0,50.95129,1.858686
2009-06-28T00:00:00Z,0,0,36.19002,-5.92248
2009-06-27T00:00:00Z,0,0,24.088938,32.899829
2009-06-23T00:00:00Z,0,0,24.088938,32.899829
2009-06-22T00:00:00Z,0,0,43.61583,13.518915
2009-06-18T00:00:00Z,0,0,41.385064,2.173403
2009-06-16T00:00:00Z,0,0,37.625683,-0.996584
2009-06-16T00:00:00Z,0,0,37.992331,-1.130458
2009-06-12T05:00:00Z,1,0,50.95129,1.858686
2009-06-10T00:00:00Z,0,0,37.035339,27.43029
2009-06-10T00:00:00Z,0,0,43.263013,-2.934985
2009-06-09T00:00:00Z,0,0,37.074153,14.240354
2009-06-09T00:00:00Z,0,0,42.675931,23.433222
2009-06-07T00:00:00Z,0,0,45.698264,9.67727
2009-06-03T00:00:00Z,0,0,36.018776,-5.600819
2009-06-02T00:00:00Z,0,0,35.888384,-5.324636
2009-06-02T00:00:00Z,0,0,38.77474,0.08519
2009-06-01T00:00:00Z,0,0,24.088938,32.899829
2009-05-26T00:00:00Z,0,0,60.67488,17.141273
2009-05-21T00:00:00Z,0,0,40.120875,9.012893
2009-05-18T00:00:00Z,0,0,41.385064,2.173403
2009-05-18T00:00:00Z,0,0,51.01792,2.440483
2009-05-03T00:00:00Z,0,0,48.856614,2.352222
2009-05-01T00:00:00Z,0,0,37.490112,14.062893
2009-04-29T00:00:00Z,0,0,36.018776,-5.600819
2009-04-22T00:00:00Z,0,0,12.8,45.033333
2009-04-22T00:00:00Z,0,0,12.8,45.033333
2009-04-22T00:00:00Z,0,0,36.140751,-5.353585
2009-04-22T00:00:00Z,0,0,36.140751,-5.353585
2009-04-17T00:00:00Z,0,0,20.942518,-17.036227
2009-04-15T00:00:00Z,1,0,37.599994,14.015356
2009-04-07T00:00:00Z,0,0,23.14632,58.825119
2009-04-07T00:00:00Z,0,0,48.856614,2.352222
2009-04-05T00:00:00Z,0,0,36.018776,-5.600819
2009-04-04T00:00:00Z,0,0,52.355518,-1.17432
2009-04-02T00:00:00Z,0,0,35.508622,12.59292
2009-03-28T00:00:00Z,0,0,32.876174,13.187507
2009-03-28T00:00:00Z,0,0,32.876174,13.187507
2009-03-28T00:00:00Z,0,0,38.24664,21.734574
2009-03-28T00:00:00Z,0,0,43.61583,13.518915
2009-03-25T00:00:00Z,14,0,36.752887,3.042048
2009-03-25T00:00:00Z,0,0,45.440847,12.315515
2009-03-22T00:00:00Z,0,0,37.982394,23.696198
2009-03-21T00:00:00Z,0,0,38.77474,0.08519
2009-03-21T00:00:00Z,0,2,38.77474,0.08519
2009-03-18T00:00:00Z,0,0,35.508622,12.59292
2009-03-18T00:00:00Z,0,0,41.892916,12.48252
2009-03-16T00:00:00Z,0,0,36.527061,-6.288596
2009-03-15T00:00:00Z,0,0,26.3351,17.228331
2009-03-07T00:00:00Z,0,0,37.22813,-6.890386
2009-03-06T00:00:00Z,0,0,35.888384,-5.324636
2009-03-05T00:00:00Z,0,0,-12.8275,45.166244
2009-03-05T00:00:00Z,0,0,-12.8275,45.166244
2009-03-03T00:00:00Z,0,0,35.508622,12.59292
2009-02-28T00:00:00Z,0,0,37.982394,23.696198
2009-02-24T00:00:00Z,0,0,51.03456,2.375202
2009-02-20T00:00:00Z,0,0,36.748374,-3.516861
2009-02-20T00:00:00Z,0,0,37.177336,-3.598557
2009-02-14T00:00:00Z,0,0,29.046854,-13.589973
2009-02-14T00:00:00Z,0,0,29.046854,-13.589973
2009-02-01T00:00:00Z,0,0,28.291564,-16.62913
2009-12-31T00:00:00Z,0,0,37.544271,-4.727753
2009-12-31T00:00:00Z,0,0,37.544271,-4.727753
2009-12-31T00:00:00Z,0,0,39.469908,-0.376288
2009-12-31T00:00:00Z,0,0,53.551085,9.993682
2009-12-30T00:00:00Z,0,0,40.845719,25.873962
2009-12-24T00:00:00Z,0,0,45.465454,9.186516
2009-12-17T00:00:00Z,0,0,24.088938,32.899829
2009-12-14T00:00:00Z,0,0,47.162494,19.503304
2009-12-14T00:00:00Z,0,0,50.95129,1.858686
2009-12-12T00:00:00Z,0,0,35.939838,0.089767
2009-12-11T00:00:00Z,0,0,37.140914,26.848843
2009-12-10T00:00:00Z,0,0,51.47238,-0.45094
2009-12-09T00:00:00Z,0,0,-12.8275,45.166244
2009-12-08T00:00:00Z,0,0,35.766667,-5.8
2009-12-07T00:00:00Z,0,0,36.799851,27.102943
2009-12-06T00:00:00Z,0,0,27.725499,-18.024301
2009-11-30T00:00:00Z,0,0,24.088938,32.899829
2009-11-23T00:00:00Z,0,0,-12.8275,45.166244
2009-11-23T00:00:00Z,0,0,45.320227,8.418573
